GeoType,GeoTypeDesc,GeoTypeShortDesc,GeoID,geography,BoroID,Borough,lat,lng,Zip-Codes,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),470502,East New York (North),2,Brooklyn,40.6725,-73.8895,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),470503,East New York-New Lots,2,Brooklyn,40.6597,-73.888,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),470504,Spring Creek-Starrett City,2,Brooklyn,40.651,-73.8764,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),470505,East New York-City Line,2,Brooklyn,40.6705,-73.8661,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),470601,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,2,Brooklyn,40.6781,-74.0001,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),470602,Park Slope,2,Brooklyn,40.6718,-73.9798,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),470701,Windsor Terrace-South Slope,2,Brooklyn,40.656,-73.98,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),470702,Sunset Park (West),2,Brooklyn,40.6535,-74.0101,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),470703,Sunset Park (Central),2,Brooklyn,40.6424,-74.0079,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),470801,Prospect Heights,2,Brooklyn,40.6776,-73.9676,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),470802,Crown Heights (North),2,Brooklyn,40.6739,-73.9419,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),470901,Crown Heights (South),2,Brooklyn,40.6667,-73.946,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),470902,Prospect Lefferts Gardens-Wingate,2,Brooklyn,40.6598,-73.948,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471001,Bay Ridge,2,Brooklyn,40.6267,-74.0299,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471002,Dyker Heights,2,Brooklyn,40.624,-74.0108,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471101,Bensonhurst,2,Brooklyn,40.6133,-73.9933,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471102,Bath Beach,2,Brooklyn,40.6043,-74.0075,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471103,Gravesend (West),2,Brooklyn,40.5993,-73.9857,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471201,Sunset Park (East)-Borough Park (West),2,Brooklyn,40.6408,-73.9994,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471202,Borough Park,2,Brooklyn,40.6329,-73.9895,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471203,Kensington,2,Brooklyn,40.6411,-73.9761,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471204,Mapleton-Midwood (West),2,Brooklyn,40.6193,-73.9733,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471301,Gravesend (South),2,Brooklyn,40.588,-73.978,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471302,Coney Island-Sea Gate,2,Brooklyn,40.577,-73.988,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471303,Brighton Beach,2,Brooklyn,40.5791,-73.9607,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471401,Flatbush,2,Brooklyn,40.6407,-73.9564,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471402,Flatbush (West)-Ditmas Park-Parkville,2,Brooklyn,40.6365,-73.9662,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471403,Midwood,2,Brooklyn,40.6204,-73.9556,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471501,Gravesend (East)-Homecrest,2,Brooklyn,40.5991,-73.9659,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471502,Madison,2,Brooklyn,40.6049,-73.9481,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471503,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,2,Brooklyn,40.5883,-73.9415,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471601,Ocean Hill,2,Brooklyn,40.6766,-73.9136,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471602,Brownsville,2,Brooklyn,40.664,-73.9095,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471701,East Flatbush-Erasmus,2,Brooklyn,40.6486,-73.9501,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471702,East Flatbush-Farragut,2,Brooklyn,40.6391,-73.9376,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471703,East Flatbush-Rugby,2,Brooklyn,40.6515,-73.9298,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471704,East Flatbush-Remsen Village,2,Brooklyn,40.6562,-73.9192,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471801,Flatlands,2,Brooklyn,40.6263,-73.9301,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471802,Marine Park-Mill Basin-Bergen Beach,2,Brooklyn,40.615,-73.9185,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),471803,Canarsie,2,Brooklyn,40.6394,-73.9015,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610101,Financial District-Battery Park City,3,Manhattan,40.7081,-74.0102,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610102,Tribeca-Civic Center,3,Manhattan,40.7173,-74.0072,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610201,SoHo-Little Italy-Hudson Square,3,Manhattan,40.7235,-74.0017,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610202,Greenwich Village,3,Manhattan,40.7307,-73.9957,"	10003, 10011, 10012, 10014",,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610203,West Village,3,Manhattan,40.7347,-74.0059,10014,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610301,Chinatown-Two Bridges,3,Manhattan,40.7129,-73.9937,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610302,Lower East Side,3,Manhattan,40.717,-73.9838,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610303,East Village,3,Manhattan,40.726,-73.9821,10009,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610401,Chelsea-Hudson Yards,3,Manhattan,40.7494,-74.0011,"10001, 10199, 10018",,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610402,Hell's Kitchen,3,Manhattan,40.7642,-73.9924,"10019, 10036",,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610501,Midtown South-Flatiron-Union Square,3,Manhattan,40.744,-73.9898,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610502,Midtown-Times Square,3,Manhattan,40.7578,-73.9816,"10110, 10112, 10111, 10020, 10103, ",,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610601,Stuyvesant Town-Peter Cooper Village,3,Manhattan,40.7318,-73.9766,10010,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610602,Gramercy,3,Manhattan,40.7368,-73.9841,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610603,Murray Hill-Kips Bay,3,Manhattan,40.7442,-73.9759,10016,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610604,East Midtown-Turtle Bay,3,Manhattan,40.7561,-73.9685,"10165, 10168, 10174, 10170, 10177, 10172, 10171 10169, 10017",,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610701,Upper West Side-Lincoln Square,3,Manhattan,40.7748,-73.9847,10023,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610702,Upper West Side (Central),3,Manhattan,40.7877,-73.9759,10024,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610703,Upper West Side-Manhattan Valley,3,Manhattan,40.7992,-73.9673,10025,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610801,Upper East Side-Lenox Hill-Roosevelt Island,3,Manhattan,40.765,-73.9551,"10021, 1044",,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610802,Upper East Side-Carnegie Hill,3,Manhattan,40.7747,-73.9612,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610803,Upper East Side-Yorkville,3,Manhattan,40.7773,-73.9487,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610901,Morningside Heights,3,Manhattan,40.8095,-73.9618,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610902,Manhattanville-West Harlem,3,Manhattan,40.818,-73.9538,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),610903,Hamilton Heights-Sugar Hill,3,Manhattan,40.827,-73.9485,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),611001,Harlem (South),3,Manhattan,40.8043,-73.9513,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),611002,Harlem (North),3,Manhattan,40.8189,-73.9409,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),611101,East Harlem (South),3,Manhattan,40.79,-73.9458,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),611102,East Harlem (North),3,Manhattan,40.8016,-73.9374,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),611201,Washington Heights (South),3,Manhattan,40.8409,-73.9415,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),611202,Washington Heights (North),3,Manhattan,40.8565,-73.9335,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),611203,Inwood,3,Manhattan,40.866,-73.9193,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810101,Astoria (North)-Ditmars-Steinway,4,Queens,40.7774,-73.9053,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810102,Old Astoria-Hallets Point,4,Queens,40.7721,-73.9314,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810103,Astoria (Central),4,Queens,40.7643,-73.9231,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810104,Astoria (East)-Woodside (North),4,Queens,40.7596,-73.9103,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810105,Queensbridge-Ravenswood-Dutch Kills,4,Queens,40.7583,-73.9379,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810201,Long Island City-Hunters Point,4,Queens,40.7454,-73.9489,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810202,Sunnyside,4,Queens,40.7384,-73.9264,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810203,Woodside,4,Queens,40.7431,-73.9014,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810301,Jackson Heights,4,Queens,40.7555,-73.8863,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810302,East Elmhurst,4,Queens,40.7641,-73.8722,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810303,North Corona,4,Queens,40.7541,-73.8629,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810401,Elmhurst,4,Queens,40.7394,-73.8791,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810402,Corona,4,Queens,40.7432,-73.8593,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810501,Maspeth,4,Queens,40.7231,-73.9051,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810502,Ridgewood,4,Queens,40.7057,-73.9037,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810503,Glendale,4,Queens,40.7035,-73.8757,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810504,Middle Village,4,Queens,40.7192,-73.8781,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810601,Rego Park,4,Queens,40.7262,-73.8634,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810602,Forest Hills,4,Queens,40.7215,-73.8477,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810701,College Point,4,Queens,40.7826,-73.8399,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810702,Whitestone-Beechhurst,4,Queens,40.7884,-73.8109,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810703,Bay Terrace-Clearview,4,Queens,40.7819,-73.7876,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810704,Murray Hill-Broadway Flushing,4,Queens,40.7689,-73.8108,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810705,East Flushing,4,Queens,40.7538,-73.8081,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810706,Queensboro Hill,4,Queens,40.7431,-73.8197,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810707,Flushing-Willets Point,4,Queens,40.7602,-73.8316,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810801,Kew Gardens Hills,4,Queens,40.7266,-73.8198,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810802,Pomonok-Electchester-Hillcrest,4,Queens,40.7271,-73.8034,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810803,Fresh Meadows-Utopia,4,Queens,40.7349,-73.7862,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810804,Jamaica Estates-Holliswood,4,Queens,40.7207,-73.7776,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810805,Jamaica Hills-Briarwood,4,Queens,40.7119,-73.8088,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810901,Kew Gardens,4,Queens,40.708,-73.8288,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810902,Richmond Hill,4,Queens,40.6975,-73.8328,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810903,South Richmond Hill,4,Queens,40.6913,-73.8249,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810904,Ozone Park (North),4,Queens,40.6846,-73.8494,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),810905,Woodhaven,4,Queens,40.6915,-73.8574,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811001,South Ozone Park,4,Queens,40.6762,-73.8195,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811002,Ozone Park,4,Queens,40.6756,-73.847,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811003,Howard Beach-Lindenwood,4,Queens,40.66,-73.844,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811101,Auburndale,4,Queens,40.7553,-73.786,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811102,Bayside,4,Queens,40.7618,-73.7676,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811103,Douglaston-Little Neck,4,Queens,40.7637,-73.7369,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811104,Oakland Gardens-Hollis Hills,4,Queens,40.7393,-73.7546,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811201,Jamaica,4,Queens,40.704,-73.7956,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811202,South Jamaica,4,Queens,40.6943,-73.7917,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811203,Baisley Park,4,Queens,40.6795,-73.7899,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811204,Springfield Gardens (North)-Rochdale Village,4,Queens,40.6733,-73.7721,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811205,St. Albans,4,Queens,40.6932,-73.7622,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811206,Hollis,4,Queens,40.7119,-73.7621,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811301,Glen Oaks-Floral Park-New Hyde Park,4,Queens,40.746,-73.711,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811302,Bellerose,4,Queens,40.7355,-73.7267,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811303,Queens Village,4,Queens,40.7161,-73.7418,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811304,Cambria Heights,4,Queens,40.6943,-73.7356,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811305,Laurelton,4,Queens,40.6759,-73.7445,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811306,Springfield Gardens (South)-Brookville,4,Queens,40.6602,-73.7615,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811307,Rosedale,4,Queens,40.659,-73.7357,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811401,Far Rockaway-Bayswater,4,Queens,40.6017,-73.7566,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811402,Rockaway Beach-Arverne-Edgemere,4,Queens,40.5916,-73.7963,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),811403,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,4,Queens,40.5782,-73.8606,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),850101,St. George-New Brighton,5,Staten Island,40.6422,-74.0855,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),850102,Tompkinsville-Stapleton-Clifton-Fox Hills,5,Staten Island,40.6261,-74.0788,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),850103,Rosebank-Shore Acres-Park Hill,5,Staten Island,40.6117,-74.0728,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),850104,West New Brighton-Silver Lake-Grymes Hill,5,Staten Island,40.6281,-74.1013,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),850105,Westerleigh-Castleton Corners,5,Staten Island,40.617,-74.1288,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),850106,Port Richmond,5,Staten Island,40.6338,-74.1332,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),850107,Mariner's Harbor-Arlington-Graniteville,5,Staten Island,40.6313,-74.1674,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),850201,Grasmere-Arrochar-South Beach-Dongan Hills,5,Staten Island,40.5935,-74.0813,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),850202,New Dorp-Midland Beach,5,Staten Island,40.5743,-74.1016,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),850203,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,5,Staten Island,40.5897,-74.1283,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),850204,New Springville-Willowbrook-Bulls Head-Travis,5,Staten Island,40.6037,-74.1755,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),850301,Oakwood-Richmondtown,5,Staten Island,40.562,-74.1226,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),850302,Great Kills-Eltingville,5,Staten Island,40.5503,-74.155,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),850303,Arden Heights-Rossville,5,Staten Island,40.5526,-74.1969,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),850304,Annadale-Huguenot-Prince's Bay-Woodrow,5,Staten Island,40.5284,-74.198,,,
NTA2020,Neighborhood Tabulation Area,Neighborhood (NTA),850305,Tottenville-Charleston,5,Staten Island,40.5246,-74.2355,,,
